Player,Tm,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,DRB,AST,TOV,PTS,Predict_salario,Real_salario,Diferencia_%,Image_URL
Aaron Gordon,Denver Nuggets,AP,28,58,58,1822,5,9,0,1,4,8,2,3,4,3,1,13,20159464,21266182,"5,204118286761474",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Eric Gordon,Phoenix Suns,ES,35,53,24,1564,4,9,2,6,2,3,0,1,1,2,1,11,12721682,3196448,"-297,99436177779086",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Devonte' Graham,San Antonio Spurs,BA,28,13,0,111,1,2,0,1,0,0,0,0,1,1,0,3,5604720,12100000,"53,67999763830124",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Jerami Grant,Portland Trail Blazers,AP,29,53,53,1795,7,15,2,5,5,10,4,5,2,2,2,21,26316518,27586207,"4,602620910213238",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
A.J. Green,Milwaukee Bucks,ES,24,42,0,401,1,3,1,2,0,0,0,0,0,0,0,4,2790276,1801769,"-54,86315764993751",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Danny Green,Philadelphia 76ers,ES,36,2,0,18,0,0,0,0,0,0,0,0,1,0,0,0,4386223,500000,"-777,2447511090303",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Draymond Green,Golden State Warriors,AP,33,39,36,1033,3,6,1,2,2,4,1,1,5,5,2,9,21311833,22321429,"4,522987767202281",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Jalen Green,Houston Rockets,ES,21,63,63,1939,6,15,2,6,4,8,3,4,4,3,2,18,8374622,9891600,"15,336016424397176",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jeff Green,Houston Rockets,AP,37,59,5,966,1,4,0,1,1,2,1,2,1,0,0,5,6371452,9600000,"33,630698367188835",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Josh Green,Dallas Mavericks,ES,23,51,32,1385,3,6,1,3,1,3,0,1,2,2,1,8,4466027,4765339,"6,281014637840526",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Quentin Grimes,TOT,ES,23,49,18,989,2,6,1,4,0,1,0,0,1,1,0,7,3150407,2385720,"-32,052705780165994",
Mouhamadou Gueye,Toronto Raptors,AP,25,2,0,10,0,2,0,0,0,2,0,0,1,0,0,1,3325938,64343,"-5069,075766697965",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Mouhamed Gueye,Atlanta Hawks,AP,21,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2092114,1119563,"-86,86888716229552",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Rui Hachimura,Los Angeles Lakers,AP,25,51,22,1302,4,9,1,3,3,6,1,1,2,1,0,12,10457550,15740741,"33,56379783457522",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Tyrese Haliburton,Indiana Pacers,BA,23,51,50,1635,7,15,2,7,4,7,2,3,3,11,2,20,14128024,5808435,"-143,23289360559397",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
R.J. Hampton,Miami Heat,BA,22,8,2,76,0,1,0,0,0,0,0,0,0,1,0,1,2494109,120250,"-1974,1036095085033",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Tim Hardaway Jr.,Dallas Mavericks,AL,31,61,10,1737,5,13,2,8,2,5,2,2,3,1,0,16,20506770,17897728,"-14,577508080354603",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
James Harden,Los Angeles Clippers,BA,34,57,57,1974,5,11,2,6,2,4,4,5,4,8,2,17,33591368,35640000,"5,748125685588901",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Jaden Hardy,Dallas Mavericks,ES,21,56,6,807,2,7,1,3,1,3,0,1,1,1,0,7,3516434,1719864,"-104,46004860049368",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Ron Harper Jr.,Toronto Raptors,AP,23,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2014574,147988,"-1261,3096468376705",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Gary Harris,Orlando Magic,ES,29,40,13,918,2,5,1,3,1,1,0,0,1,1,0,7,7956447,13000000,"38,79656071395124",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Joe Harris,Detroit Pistons,ES,32,16,0,170,0,2,0,1,0,0,0,0,0,0,0,2,4929063,19928571,"75,26634742278213",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Tobias Harris,Philadelphia 76ers,AP,31,57,57,1937,6,13,1,3,5,10,2,3,5,3,1,17,29625210,39270150,"24,560485677585568",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Shaquille Harrison,Memphis Grizzlies,ES,30,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4213465,145301,"-2799,818461935573",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Josh Hart,New York Knicks,AL,28,62,23,1959,3,7,1,3,2,4,0,1,6,3,1,8,11856189,12960000,"8,517054064486127",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Isaiah Hartenstein,New York Knicks,P,25,57,31,1425,2,4,0,0,2,4,1,1,5,2,1,6,7114268,8195121,"13,188981447231782",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Sam Hauser,Boston Celtics,AL,26,62,6,1286,2,6,2,5,0,0,0,0,2,0,0,7,4316826,1927896,"-123,91384624672898",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Jordan Hawkins,New Orleans Pelicans,ES,21,55,10,1075,3,7,1,5,1,2,1,1,2,1,0,9,3777768,4310160,"12,352014106292138",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Jaxson Hayes,Los Angeles Lakers,P,23,54,3,617,1,2,0,0,1,2,0,1,1,0,0,3,2947783,2165000,"-36,156302019357206",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Killian Hayes,Detroit Pistons,BA,22,42,31,1008,2,6,0,1,2,4,0,1,2,4,1,6,6836325,7413955,"7,791116350893587",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Gordon Hayward,TOT,AL,33,34,25,936,4,9,0,1,3,7,2,2,3,3,1,11,21428226,31500000,"31,973883619443892",
Scoot Henderson,Portland Trail Blazers,BA,19,44,16,1186,4,11,1,3,3,7,2,3,2,4,2,12,7892631,9770880,"19,222917849142174",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Taylor Hendricks,Utah Jazz,AP,20,23,6,401,2,5,1,2,1,2,0,0,2,0,0,5,3150619,5569920,"43,43510624374109",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Tyler Herro,Miami Heat,ES,24,36,36,1209,7,18,3,8,4,9,1,2,4,4,2,20,20768957,27000000,"23,07793675615179",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Buddy Hield,TOT,ES,31,65,41,1757,4,10,2,7,1,3,0,0,2,3,1,12,15812291,19279841,"17,985361253537423",
Haywood Highsmith,Miami Heat,AP,27,47,24,945,2,4,1,2,1,1,0,0,1,0,0,5,5660580,1902137,"-197,59059134731808",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
D'Moi Hodge,Los Angeles Lakers,ES,25,7,0,41,0,2,0,1,0,0,0,0,0,0,0,2,2843896,241285,"-1078,6462652192138",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Aaron Holiday,Houston Rockets,BA,27,60,1,1001,2,5,1,2,1,2,0,0,1,1,0,6,5816311,2346614,"-147,85974425230077",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jrue Holiday,Boston Celtics,BA,33,58,58,1924,4,10,2,4,2,5,1,1,4,4,1,12,19643401,36158747,"45,67455262274994",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Justin Holiday,Denver Nuggets,ES,34,40,9,587,1,3,0,2,0,0,0,0,1,1,0,3,5912825,3196448,"-84,9811105941336",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Richaun Holmes,TOT,AP,30,33,3,383,1,3,0,0,1,2,0,0,2,0,0,4,5091346,12046020,"57,73420406428327",
Chet Holmgren,Oklahoma City Thunder,P,21,63,63,1902,6,11,1,4,4,7,2,3,6,2,1,17,6136356,10386000,"40,9170382132038",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Jalen Hood-Schifino,Los Angeles Lakers,ES,20,21,0,109,0,2,0,0,0,1,0,0,0,0,0,1,2616087,3695040,"29,200008712151966",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Al Horford,Boston Celtics,P,37,53,24,1413,2,6,1,3,1,2,0,0,5,2,0,7,12917624,10000000,"-29,17624379347591",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Talen Horton-Tucker,Utah Jazz,BA,23,41,11,805,3,8,1,3,2,5,1,2,2,3,1,10,5778846,11020000,"47,5603729996177",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Caleb Houstan,Orlando Magic,AL,21,47,9,674,1,3,1,3,0,0,0,0,1,0,0,4,2582735,2000000,"-29,136780401272393",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Jett Howard,Orlando Magic,AL,20,13,0,49,0,1,0,1,0,0,0,0,0,0,0,1,2175320,5026800,"56,72554305363909",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Kevin Huerter,Sacramento Kings,ES,25,60,55,1494,4,9,2,5,2,3,0,0,2,2,0,10,8066266,15669643,"48,52297347195049",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
De'Andre Hunter,Atlanta Hawks,AL,26,39,24,1097,5,10,2,4,3,6,3,3,3,1,1,15,13279239,20089286,"33,89889603012591",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Bones Hyland,Los Angeles Clippers,BA,23,24,2,316,2,5,1,3,1,2,0,0,0,1,1,5,3213889,2306400,"-39,34657245972258",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Joe Ingles,Orlando Magic,AL,36,50,0,862,1,3,1,2,0,1,0,0,1,2,0,4,7049616,11000000,"35,91257834476139",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Brandon Ingram,New Orleans Pelicans,AL,26,57,57,1892,8,16,1,3,6,12,4,5,4,5,2,21,26606008,33833400,"21,361706509049565",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Kyrie Irving,Dallas Mavericks,ES,31,42,42,1439,9,19,3,7,6,12,3,3,4,5,1,25,38763071,37037037,"-4,66029190776609",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Jonathan Isaac,Orlando Magic,AP,26,43,1,636,2,4,0,1,1,3,1,1,3,0,0,6,4239743,17400000,"75,63365838345572",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Jaden Ivey,Detroit Pistons,ES,21,59,43,1668,5,12,1,4,3,7,3,4,2,3,2,15,7023538,7614480,"7,760766013995974",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Andre Jackson Jr.,Milwaukee Bucks,ES,22,48,7,504,0,1,0,0,0,1,0,0,1,0,0,2,2759542,1119563,"-146,48392718064602",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Isaiah Jackson,Indiana Pacers,P,22,47,3,637,2,4,0,0,2,4,1,1,2,0,0,6,3215313,2696280,"-19,250002888603806",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Jaren Jackson Jr.,Memphis Grizzlies,P,24,56,56,1795,7,17,1,5,5,11,5,6,4,2,2,22,23405373,27102202,"13,640323486834365",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Justin Jackson,Minnesota Timberwolves,AL,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4513312,145301,"-3006,181183602176",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Reggie Jackson,Denver Nuggets,BA,33,64,16,1427,4,9,1,3,2,5,0,1,1,3,1,10,13288071,5000000,"-165,7614248241627",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Trayce Jackson-Davis,Golden State Warriors,AP,23,50,4,674,2,4,0,0,2,4,1,1,2,0,0,6,3228353,1119563,"-188,35836707993917",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
LeBron James,Los Angeles Lakers,AP,39,56,56,1962,9,18,2,5,7,12,3,5,6,8,3,25,39488619,47607350,"17,053523515738004",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Jaime Jaquez Jr.,Miami Heat,AL,22,57,17,1679,4,9,0,2,4,7,2,2,2,2,1,12,6237344,3510600,"-77,67174363930208",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
DaQuan Jeffries,New York Knicks,ES,26,13,0,34,0,1,0,0,0,0,0,0,0,0,0,0,2931998,951635,"-208,10114363309324",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Trey Jemison,TOT,P,24,12,5,206,2,4,0,0,2,4,0,0,2,0,1,5,3425693,64343,"-5224,112780227024",
Ty Jerome,Cleveland Cavaliers,ES,26,2,0,15,1,2,0,0,1,1,0,0,0,1,0,2,3712783,2439025,"-52,22408706164497",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Isaiah Joe,Oklahoma City Thunder,ES,24,59,0,1087,2,6,1,4,0,1,0,0,1,1,0,8,3665971,1997238,"-83,55208254066746",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Cameron Johnson,Brooklyn Nets,AP,27,49,45,1359,4,10,2,6,2,4,1,1,3,2,0,13,14799661,25700000,"42,41376760121516",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Jalen Johnson,Atlanta Hawks,AL,22,48,45,1630,6,12,1,3,5,8,1,2,7,3,1,15,7060307,2925480,"-141,3384444771697",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
James Johnson,Indiana Pacers,AP,36,6,0,32,0,0,0,0,0,0,0,0,0,1,0,1,3695388,2608596,"-41,661960756949625",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Keldon Johnson,San Antonio Spurs,AL,24,60,26,1777,5,12,1,5,4,7,2,3,4,2,1,16,16878070,20000000,"15,609645623869522",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Keon Johnson,Brooklyn Nets,ES,21,4,0,51,1,4,1,2,0,2,2,2,0,0,1,7,3113074,2808720,"-10,836046245034451",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Colby Jones,Sacramento Kings,ES,21,17,0,121,1,2,0,0,0,1,0,0,0,0,0,2,2953349,2019706,"-46,22671335320882",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Damian Jones,Cleveland Cavaliers,P,28,27,0,167,0,1,0,0,0,1,0,0,1,0,0,1,3455630,2586665,"-33,594050709930826",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Derrick Jones Jr.,Dallas Mavericks,AL,26,59,49,1397,3,6,1,3,2,3,1,1,2,0,0,8,6966392,2709849,"-157,07679325307836",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Herbert Jones,New Orleans Pelicans,AL,25,58,58,1702,4,7,1,3,2,4,1,2,2,2,1,11,8583755,12015150,"28,558901360733653",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Tre Jones,San Antonio Spurs,BA,24,59,30,1555,3,7,0,2,2,5,1,1,2,6,1,9,7615983,9895833,"23,0384790557861",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Tyus Jones,Washington Wizards,BA,27,63,63,1829,5,10,1,3,3,6,0,0,2,7,0,12,15341680,14000000,"-9,583434169498924",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
DeAndre Jordan,Denver Nuggets,P,35,29,1,327,1,2,0,0,1,2,0,1,2,0,0,4,4593992,3196448,"-43,72180122870342",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Cory Joseph,Golden State Warriors,BA,32,26,0,296,0,2,0,1,0,0,0,0,0,1,0,2,5473063,3196448,"-71,22327815380743",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Luke Kennard,Memphis Grizzlies,ES,27,32,15,799,3,7,2,5,0,1,1,1,2,3,1,11,11165106,15418363,"27,585653582183255",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Walker Kessler,Utah Jazz,P,22,52,18,1213,3,5,0,0,3,5,0,1,4,0,1,8,4837410,2831160,"-70,86318850686888",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Corey Kispert,Washington Wizards,AL,24,61,3,1390,4,9,2,5,2,3,1,1,2,1,1,12,7311096,3722040,"-96,42713030092736",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Maxi Kleber,Dallas Mavericks,P,32,27,7,589,1,3,0,2,0,1,0,1,2,1,0,4,7750385,11000000,"29,54194554738365",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Kevin Knox,Detroit Pistons,AL,24,31,11,560,2,6,1,3,1,2,0,0,1,0,0,7,3566534,2144320,"-66,32472770555822",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
John Konchar,Memphis Grizzlies,AL,27,49,18,981,1,3,0,2,0,1,0,0,3,1,0,4,5698575,2400000,"-137,44065781191716",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Furkan Korkmaz,Philadelphia 76ers,ES,26,35,0,300,0,2,0,1,0,1,0,0,0,0,0,2,3017699,5370370,"43,808356174665974",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Luke Kornet,Boston Celtics,P,28,45,2,662,2,3,0,0,2,3,0,0,2,0,0,5,4764770,2413304,"-97,4376213633373",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Jonathan Kuminga,Golden State Warriors,AP,21,62,36,1601,6,11,0,2,5,9,3,4,3,2,1,15,6484528,6012720,"-7,846843345614155",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Kyle Kuzma,Washington Wizards,AP,28,61,61,1957,8,18,2,6,6,12,2,3,5,4,2,22,28218170,25568182,"-10,364399594137549",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Jock Landale,Houston Rockets,P,28,37,0,335,0,2,0,0,0,1,0,0,1,0,0,2,3431664,8000000,"57,10419458645652",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jake LaRavia,Memphis Grizzlies,AP,22,18,0,312,2,6,0,3,1,3,1,2,1,1,0,6,3131039,3199920,"2,1525619918457672",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Zach LaVine,Chicago Bulls,ES,28,25,23,872,6,15,2,6,4,8,3,4,4,3,2,19,30123320,40064220,"24,812412460298532",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Alex Len,Sacramento Kings,P,30,28,0,247,1,1,0,0,1,1,0,0,1,0,0,2,4425722,3196448,"-38,4575249733568",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Kawhi Leonard,Los Angeles Clippers,AL,32,57,57,1972,9,17,2,5,6,12,3,4,5,3,1,24,37875773,45640084,"17,012042290755833",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Caris LeVert,Cleveland Cavaliers,ES,29,51,1,1429,5,12,1,5,3,7,2,2,3,4,1,13,19936968,15384616,"-29,590290427705153",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Kira Lewis Jr.,TOT,BA,22,18,0,153,0,2,0,1,0,1,0,0,0,1,0,2,2907679,5722116,"49,18523517757472",
Maxwell Lewis,Los Angeles Lakers,AL,21,22,0,74,0,0,0,0,0,0,0,0,0,0,0,0,2046372,1119563,"-82,78312274139986",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
E.J. Liddell,New Orleans Pelicans,AP,23,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2080318,1801769,"-15,45977642351001",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Damian Lillard,Milwaukee Bucks,BA,33,59,59,2062,7,17,3,8,4,8,6,7,3,6,2,24,36181825,45640084,"20,723578310865108",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Nassir Little,Phoenix Suns,AL,23,34,2,426,1,3,0,1,0,1,0,0,1,0,0,3,2935020,6250000,"53,03966671416538",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Dereck Lively II,Dallas Mavericks,P,19,45,42,1108,3,5,0,0,3,5,0,1,4,1,0,8,4844331,4775640,"-1,4383741663306038",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Isaiah Livers,Detroit Pistons,AP,25,23,6,468,1,5,0,3,0,1,0,0,1,1,0,4,3870494,1836096,"-110,80020868372262",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Chris Livingston,Milwaukee Bucks,AL,20,16,0,69,0,0,0,0,0,0,0,0,0,0,0,1,2315564,1119563,"-106,82755969312576",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Kevon Looney,Golden State Warriors,P,27,61,36,1033,1,3,0,0,1,3,0,1,3,2,0,4,5615564,7500000,"25,12581234212939",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Brook Lopez,Milwaukee Bucks,P,35,61,61,1900,4,9,1,5,2,4,1,1,3,1,0,12,17017384,25000000,"31,93046292468135",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Robin Lopez,Milwaukee Bucks,P,35,16,2,65,0,1,0,0,0,0,0,0,0,0,0,1,3669877,3196448,"-14,811120075783474",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Kevin Love,Miami Heat,AP,35,47,5,822,2,6,1,4,1,1,1,2,5,2,0,9,11420801,3835738,"-197,74718559272915",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Kyle Lowry,TOT,BA,37,44,39,1243,2,6,1,4,1,2,1,1,2,4,1,8,13653325,1138964,"-1098,7494952304805",
Trey Lyles,Sacramento Kings,AP,28,47,0,940,2,5,1,3,1,1,0,1,3,1,0,7,7159287,8000000,"10,50890897648083",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Théo Maledon,TOT,BA,22,17,1,212,1,4,0,1,0,2,0,0,1,1,1,3,3163957,167291,"-1791,289613930041",
Terance Mann,Los Angeles Clippers,ES,27,56,52,1413,3,6,0,2,2,3,0,1,2,1,0,8,7243792,10576923,"31,513233086681325",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Tre Mann,TOT,BA,22,24,11,454,2,6,1,2,1,3,0,0,3,3,1,7,3676418,3191280,"-15,201991007895232",
Lauri Markkanen,Utah Jazz,AP,26,51,51,1677,7,16,3,8,4,8,4,4,6,2,1,23,21713299,17259999,"-25,801277182042636",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Naji Marshall,New Orleans Pelicans,AL,26,51,1,964,2,5,0,2,1,3,1,1,2,2,1,7,5128803,1930681,"-165,6473881863477",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Caleb Martin,Miami Heat,AL,28,46,19,1250,3,8,1,3,2,5,1,1,3,2,1,10,11454928,6802950,"-68,38177843356219",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Cody Martin,Charlotte Hornets,AL,28,28,22,753,2,7,0,3,1,4,0,1,3,3,1,7,8854310,7560000,"-17,120512925769308",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Garrison Mathews,Atlanta Hawks,ES,27,47,4,609,1,2,1,2,0,0,0,0,1,0,0,3,3611865,2000000,"-80,59325815283157",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Bennedict Mathurin,Indiana Pacers,AL,21,59,19,1538,5,11,1,3,3,7,3,3,2,2,1,14,6854013,6916080,"0,8974174688418719",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Wesley Matthews,Atlanta Hawks,ES,37,23,1,250,0,2,0,1,0,0,0,0,1,0,0,2,4215225,3196448,"-31,872185448083645",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Tyrese Maxey,Philadelphia 76ers,BA,23,55,55,2056,9,20,3,8,5,12,4,5,3,6,1,26,18520432,4343920,"-326,3529886392268",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Skylar Mays,TOT,BA,26,31,5,419,2,5,0,1,1,3,0,0,1,2,0,4,4684320,914343,"-412,31547743820107",
Miles McBride,New York Knicks,BA,23,50,5,741,2,5,1,3,1,2,0,0,0,1,0,6,3186463,1836096,"-73,5456062772719",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
T.J. McConnell,Indiana Pacers,BA,31,53,4,929,4,7,0,0,3,6,0,0,2,5,1,8,11601626,8700000,"-33,35202988102184",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Jaden McDaniels,Minnesota Timberwolves,AL,23,54,53,1577,4,8,1,3,3,5,0,1,2,1,1,10,5301652,3901399,"-35,89106213006739",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Jalen McDaniels,Toronto Raptors,AL,26,36,0,325,1,3,0,1,0,1,0,0,1,0,0,2,3326291,4516000,"26,34429374343814",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Doug McDermott,TOT,AL,32,52,0,766,1,4,1,3,0,0,0,0,0,1,0,5,7005309,13750000,"49,052297038266204",
JaVale McGee,Sacramento Kings,P,36,39,0,310,1,2,0,0,1,2,0,1,1,0,0,4,4596767,3196448,"-43,80860383377718",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Bryce McGowens,Charlotte Hornets,ES,21,50,13,789,1,3,0,1,1,2,1,1,1,0,0,5,3000982,1719864,"-74,48953804507296",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jordan McLaughlin,Minnesota Timberwolves,BA,27,38,0,339,0,2,0,1,0,0,0,0,0,1,0,2,4115566,2320000,"-77,39509426264213",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
De'Anthony Melton,Philadelphia 76ers,ES,25,36,33,1002,3,9,2,5,1,3,1,2,3,3,1,11,9163860,8000000,"-14,548255122355883",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Nathan Mensah,Charlotte Hornets,P,25,25,0,307,0,1,0,0,0,1,0,0,1,0,0,1,2799701,257371,"-987,8078463053769",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Sam Merrill,Cleveland Cavaliers,ES,27,45,1,729,2,6,2,5,0,0,0,0,1,1,0,7,5964045,1997238,"-198,61466464757308",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
