Player,Tm,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,DRB,AST,TOV,PTS,Predict_salario,Real_salario,Diferencia_%,Image_URL
Chimezie Metu,Phoenix Suns,P,26,37,5,447,1,3,0,1,1,2,1,1,2,0,0,5,3912599,2346614,"-66,7338298624212",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Khris Middleton,Milwaukee Bucks,AL,32,43,43,1129,5,11,1,4,3,7,1,2,3,5,2,14,24958961,29320988,"14,876805565286716",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Brandon Miller,Charlotte Hornets,AL,21,57,51,1828,6,14,2,6,4,8,1,2,3,2,1,16,6364970,10880400,"41,50058638430502",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Leonard Miller,Minnesota Timberwolves,AL,20,7,0,26,1,1,0,0,0,1,0,0,1,0,0,2,2604346,1800000,"-44,6859278894815",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Dariq Whitehead,Brooklyn Nets,AL,19,2,0,24,0,2,0,1,0,1,0,1,2,1,0,1,2652532,2966040,"10,569893764805018",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Patty Mills,TOT,BA,35,20,0,218,1,2,0,1,0,1,0,0,0,0,0,3,5593212,6802950,"17,782538022808776",
Shake Milton,TOT,ES,27,43,0,555,1,4,0,1,1,2,0,1,1,1,0,4,5200152,5000000,"-4,003043803748004",
Josh Minott,Minnesota Timberwolves,AL,21,21,0,62,0,0,0,0,0,0,0,0,0,0,0,1,2335900,1719864,"-35,818916956375865",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Davion Mitchell,Sacramento Kings,BA,25,52,4,700,1,3,0,1,1,1,0,0,0,1,0,4,3306216,5063760,"34,70826936222689",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Donovan Mitchell,Cleveland Cavaliers,ES,27,47,47,1679,9,20,3,9,6,11,5,6,4,6,2,27,30371622,32600060,"6,835684494312744",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Evan Mobley,Cleveland Cavaliers,AP,22,38,38,1183,6,11,0,0,6,10,2,3,7,3,1,15,8296668,8882760,"6,598074901539222",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Malik Monk,Sacramento Kings,ES,25,61,0,1596,5,12,2,5,3,6,2,2,2,5,2,15,15119935,9945830,"-52,02285876596843",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Moses Moody,Golden State Warriors,ES,21,49,7,875,3,6,1,3,2,3,1,1,2,0,0,8,3680619,3918480,"6,070217880735562",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Taze Moore,Portland Trail Blazers,ES,25,3,0,10,1,1,0,0,1,1,0,0,0,0,0,2,3055166,64343,"-4648,250555127415",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Ja Morant,Memphis Grizzlies,BA,24,9,9,318,8,18,1,5,7,13,5,7,4,8,3,25,30082651,34005250,"11,535272867807453",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Marcus Morris,Philadelphia 76ers,AP,34,37,7,637,2,5,0,2,1,3,0,0,2,0,0,6,6870341,17116279,"59,86077587191247",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Markieff Morris,Dallas Mavericks,AP,34,18,1,163,0,2,0,1,0,1,0,0,1,0,0,2,4972269,3196448,"-55,55609657053373",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Monte Morris,TOT,BA,28,17,0,240,2,5,0,2,1,3,0,0,1,2,0,5,6842678,9800926,"30,18334810832868",
Trey Murphy III,New Orleans Pelicans,AL,23,38,10,1028,4,10,2,7,1,2,1,2,3,1,0,13,6428898,3359280,"-91,37726354938512",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Dejounte Murray,Atlanta Hawks,ES,27,60,60,2109,8,17,2,6,6,11,2,3,4,5,2,21,25568165,18214000,"-40,37644284033408",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Jamal Murray,Denver Nuggets,BA,26,48,48,1526,8,16,2,5,5,10,2,3,3,6,2,21,23311092,33833400,"31,100354787544514",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Keegan Murray,Sacramento Kings,AL,23,58,58,1909,5,12,2,6,3,6,1,1,3,1,0,14,8622448,8409000,"-2,5383320642470646",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Kris Murray,Portland Trail Blazers,AL,23,43,10,723,1,4,0,2,1,2,0,0,1,1,0,4,2974445,2847480,"-4,458886216486601",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Mike Muscala,TOT,P,32,38,6,520,1,3,0,2,0,1,0,0,1,0,0,3,5926300,808297,"-633,1834851088337",
Svi Mykhailiuk,Boston Celtics,AL,26,26,0,206,1,2,0,2,0,0,0,0,0,0,0,2,3312896,2346614,"-41,17774778354127",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Andrew Nembhard,Indiana Pacers,BA,24,50,29,1187,3,7,0,2,3,5,0,0,1,4,1,9,7189203,2131905,"-237,21971198182268",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Aaron Nesmith,Indiana Pacers,AL,24,55,30,1481,4,8,2,4,2,4,1,1,2,1,0,12,7094941,5634257,"-25,92505877378395",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Georges Niang,Cleveland Cavaliers,AP,30,63,3,1362,3,7,1,4,1,2,0,0,3,1,0,8,8974463,8800000,"-1,9825364326105284",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Zeke Nnaji,Denver Nuggets,AP,23,49,0,482,1,2,0,0,1,2,0,1,1,0,0,3,2815665,4306281,"34,61490396350993",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Jaylen Nowell,Memphis Grizzlies,ES,24,9,1,156,2,6,0,2,2,3,0,0,1,1,0,5,3743992,248850,"-1404,5178093749553",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Frank Ntilikina,Charlotte Hornets,BA,25,5,0,43,0,1,0,1,0,0,0,0,1,0,0,1,3064722,2528233,"-21,21994746133804",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jordan Nwora,TOT,AL,25,35,1,380,2,4,0,2,1,2,0,0,1,1,0,5,3616218,3200000,"-13,006832770321328",
Royce O'Neale,TOT,AL,30,61,12,1556,2,7,2,5,0,1,0,0,4,2,0,7,10119452,9500000,"-6,520551734608862",
Chuma Okeke,Orlando Magic,AL,25,38,7,395,1,2,0,2,0,0,0,0,1,0,0,2,2925251,5266713,"44,45774248000611",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Josh Okogie,Phoenix Suns,ES,25,54,11,926,1,3,0,1,1,2,1,1,1,1,0,4,3383268,2815937,"-20,14716973530867",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Onyeka Okongwu,Atlanta Hawks,P,23,53,7,1367,4,6,0,1,3,5,1,2,4,1,0,10,5669656,8109063,"30,08246815171967",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Isaac Okoro,Cleveland Cavaliers,AL,23,54,31,1448,3,7,1,3,2,3,1,2,2,2,0,9,4713528,8920795,"47,16246590353367",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Kelly Olynyk,TOT,P,32,62,11,1294,3,5,0,1,2,3,1,2,3,4,1,8,11769105,12195122,"3,4933383769208763",
Eugene Omoruyi,Washington Wizards,AL,26,31,0,233,1,3,0,0,1,2,0,1,1,0,0,4,4153882,940566,"-341,63649648156684",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Cedi Osman,San Antonio Spurs,AL,28,63,1,1099,2,5,1,3,1,2,0,0,2,1,0,6,6554768,6718842,"2,4419973087438605",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Chris Paul,Golden State Warriors,BA,38,39,12,1048,3,7,1,3,1,3,1,1,3,7,1,9,20679131,30800000,"32,859963112253695",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Cameron Payne,TOT,BA,29,59,5,948,2,5,1,3,1,2,0,1,1,2,0,7,7710198,2891467,"-166,6535028901888",
Gary Payton II,Golden State Warriors,ES,31,28,0,435,2,4,0,1,1,3,0,0,1,0,0,5,6461457,8715000,"25,858199099188013",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Julian Phillips,Chicago Bulls,AL,20,38,0,283,0,1,0,0,0,0,0,0,0,0,0,2,2539372,1600000,"-58,71078628616239",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Jalen Pickett,Denver Nuggets,ES,24,21,0,108,0,1,0,1,0,0,0,0,0,0,0,1,2489217,1708143,"-45,72653286048094",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Mason Plumlee,Los Angeles Clippers,P,33,28,9,477,2,3,0,0,2,3,1,2,4,1,0,6,8257697,5000000,"-65,1539528004461",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Brandin Podziemski,Golden State Warriors,ES,20,55,22,1476,3,8,1,3,2,5,0,1,4,3,1,9,5067696,3352440,"-51,164415731915625",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Jakob Poeltl,Toronto Raptors,P,28,50,50,1319,4,7,0,0,4,7,1,2,5,2,1,11,16084171,19500000,"17,517071084663854",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Aleksej Pokusevski,TOT,AP,22,10,0,68,0,1,0,1,0,0,0,0,0,0,0,1,2334967,565176,"-313,1398018772956",
Jordan Poole,Washington Wizards,ES,24,61,52,1795,5,14,2,6,3,7,2,2,2,3,2,16,18596587,28705357,"35,21561951383361",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Craig Porter Jr.,Cleveland Cavaliers,BA,23,39,5,522,2,4,0,0,2,4,0,1,1,2,0,5,3110852,1866574,"-66,66106080172237",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Michael Porter Jr.,Denver Nuggets,AL,25,63,63,1997,6,13,2,6,3,6,1,1,5,1,1,16,22587586,33386850,"32,34585891146266",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Bobby Portis,Milwaukee Bucks,AP,28,64,1,1537,5,10,1,3,4,7,1,1,5,1,1,13,13451565,11710818,"-14,864437276760405",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Dwight Powell,Dallas Mavericks,P,32,52,7,748,1,1,0,0,1,1,1,1,1,1,0,3,5097656,4000000,"-27,441404529072578",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Norman Powell,Los Angeles Clippers,ES,30,61,1,1574,4,9,2,4,2,4,1,2,2,1,0,13,13445871,18000000,"25,300716286927926",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Taurean Prince,Los Angeles Lakers,AP,29,62,49,1771,3,7,1,4,1,2,0,0,2,1,0,9,8624091,4516000,"-90,9674842154479",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Payton Pritchard,Boston Celtics,BA,26,63,0,1278,2,6,1,4,1,2,0,0,2,2,0,7,5263347,4037278,"-30,36870469387728",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Neemias Queta,Boston Celtics,P,24,23,0,283,2,3,0,0,2,3,0,0,2,0,0,4,3418389,250000,"-1267,3558727567229",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Immanuel Quickley,TOT,ES,24,59,29,1691,5,12,2,6,3,6,2,3,3,4,1,16,13670257,4171548,"-227,70226504484222",
Julius Randle,New York Knicks,AP,29,46,46,1630,8,18,1,5,6,12,5,6,7,4,3,23,34175989,25660800,"-33,183648581542656",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Duop Reath,Portland Trail Blazers,P,27,49,16,897,3,7,1,3,2,3,1,1,2,1,0,9,8400040,2324408,"-261,38409695134874",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Austin Reaves,Los Angeles Lakers,ES,25,65,40,2052,5,11,1,4,3,6,2,3,3,5,2,15,16614249,12015150,"-38,27750058066545",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Cam Reddish,Los Angeles Lakers,AL,24,40,26,886,2,5,0,2,1,2,0,1,1,1,0,6,3433513,2165000,"-58,59186024832324",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Paul Reed,Philadelphia 76ers,P,24,63,23,1171,3,5,0,0,2,5,0,0,3,1,0,7,3872308,7723000,"49,86004737380231",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Naz Reid,Minnesota Timberwolves,P,24,64,0,1484,4,9,1,4,2,5,1,1,3,1,1,12,8048278,12950400,"37,85305105780408",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Nick Richards,Charlotte Hornets,P,26,54,41,1419,3,5,0,0,3,5,2,2,5,0,1,9,13995857,5000000,"-179,91714675835982",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Josh Richardson,Miami Heat,ES,30,43,6,1103,3,8,1,4,2,3,1,1,2,2,0,9,11033050,2891467,"-281,5727576964521",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Duncan Robinson,Miami Heat,AL,29,58,26,1639,4,10,2,6,1,3,1,1,2,2,1,13,14386942,18154000,"20,75056673570502",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Mitchell Robinson,New York Knicks,P,25,21,21,613,2,4,0,0,2,4,0,1,4,0,1,6,5374096,15681818,"65,73040120408568",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Orlando Robinson,Miami Heat,P,23,27,7,273,1,2,0,0,0,1,0,0,2,1,0,3,2909596,1801769,"-61,48555435642354",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
David Roddy,TOT,AP,22,55,13,1146,2,7,0,2,2,4,0,1,2,1,1,7,3550367,2718240,"-30,612748448914402",
Ryan Rollins,Washington Wizards,BA,21,10,0,66,1,2,0,0,1,2,1,1,0,1,0,4,3164811,1719864,"-84,0152410981078",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Derrick Rose,Memphis Grizzlies,BA,35,24,7,399,3,6,0,1,2,5,1,1,1,3,1,7,9708087,3196448,"-203,71484835941408",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Terry Rozier,TOT,ES,29,46,45,1564,7,16,2,6,5,9,3,3,3,6,1,20,29943368,23205221,"-29,03720478118631",
Rayan Rupert,Portland Trail Blazers,ES,19,22,0,209,1,2,0,1,0,1,0,0,1,0,0,2,2947235,1119563,"-163,24871595793945",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
D'Angelo Russell,Los Angeles Lakers,BA,27,60,53,1914,6,14,2,6,3,7,2,2,2,6,1,18,19880530,17307693,"-14,865284813286442",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Domantas Sabonis,Sacramento Kings,P,27,62,62,2218,8,13,0,1,7,12,3,4,10,8,3,20,27480052,30600000,"10,195907593398971",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Gui Santos,Golden State Warriors,AP,21,17,0,147,1,2,0,1,0,1,0,0,1,0,0,3,2941261,1029483,"-185,70276003377063",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Marcus Sasser,Detroit Pistons,BA,23,54,0,876,2,6,1,2,1,3,0,0,1,2,1,7,3439983,2624040,"-31,094923082126787",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Dennis Schröder,TOT,BA,30,64,42,1948,4,11,1,4,3,6,2,2,2,6,1,13,22253781,12405000,"-79,39364355047289",
Alperen Sengun,Houston Rockets,P,21,62,62,2016,8,15,0,1,7,13,3,5,6,5,2,21,10158037,3536400,"-187,24231127901754",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Brice Sensabaugh,Utah Jazz,AL,20,14,2,171,1,4,0,2,1,2,0,0,1,0,1,5,3354438,2448600,"-36,994126484277416",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Collin Sexton,Utah Jazz,ES,25,64,41,1626,6,12,1,4,4,8,4,4,1,4,1,18,19222828,17325000,"-10,954274434719144",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Landry Shamet,Washington Wizards,ES,26,45,5,719,2,6,1,3,1,2,0,1,1,1,0,7,4785861,10250000,"53,30867174655592",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Day'Ron Sharpe,Brooklyn Nets,P,22,47,1,729,2,4,0,0,2,4,1,2,3,1,1,7,3573306,2210160,"-61,67637161472973",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Shaedon Sharpe,Portland Trail Blazers,ES,20,32,25,1059,5,13,1,5,3,7,3,3,3,2,2,15,6673620,6313800,"-5,698956933519407",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Ben Sheppard,Indiana Pacers,ES,22,39,0,468,1,3,0,2,0,1,0,0,1,0,0,4,2893111,2537160,"-14,029515187099237",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Pascal Siakam,TOT,AP,29,62,62,2107,8,15,1,3,7,12,3,4,4,4,1,21,31718805,37893408,"16,29466072246288",
Ben Simmons,Brooklyn Nets,BA,27,15,12,359,2,4,0,0,2,4,0,1,5,5,1,6,17536549,37893408,"53,72137178192406",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Anfernee Simons,Portland Trail Blazers,ES,24,40,40,1380,7,18,3,8,4,9,3,3,3,5,2,22,22323459,24107143,"7,398983390488809",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Jericho Sims,New York Knicks,P,25,36,10,488,1,1,0,0,1,1,0,0,2,0,0,2,2860988,1927896,"-48,399522610146974",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Dmytro Skapintsev,New York Knicks,P,25,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2476605,35389,"-6898,235045129326",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Javonte Smart,Philadelphia 76ers,BA,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2135293,196245,"-988,0754352712157",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Marcus Smart,Memphis Grizzlies,BA,29,20,20,605,5,11,2,6,3,5,2,2,2,4,3,14,23005384,18583713,"-23,793263128411475",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Dennis Smith Jr.,Brooklyn Nets,BA,26,48,2,945,2,6,0,1,2,4,0,1,2,3,1,6,5655447,2528233,"-123,69170351609667",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Dru Smith,Miami Heat,ES,26,9,0,131,1,3,0,1,0,1,0,0,0,1,0,4,4511181,1801769,"-150,37511457992306",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Ish Smith,Charlotte Hornets,BA,35,43,5,741,1,3,0,0,1,3,0,0,1,3,1,3,5949024,3196448,"-86,11359101936144",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jabari Smith Jr.,Houston Rockets,AP,20,58,58,1861,4,10,1,4,3,6,1,2,6,1,1,13,5729659,9326520,"38,565944231809986",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jalen Smith,Indiana Pacers,P,23,45,13,799,4,6,1,2,3,4,1,1,3,1,0,10,5349738,5043773,"-6,0662017469761835",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Nick Smith Jr.,Charlotte Hornets,ES,19,39,0,605,2,5,1,2,1,2,0,0,1,1,0,6,3060934,2463960,"-24,228259787427294",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jeremy Sochan,San Antonio Spurs,AP,20,64,63,1892,4,10,0,2,3,7,1,1,4,3,1,11,5567346,5316960,"-4,709212929916182",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Jaden Springer,TOT,ES,21,38,1,397,1,3,0,1,1,2,0,0,0,0,0,3,2953901,2226360,"-32,67853380536866",
Lamar Stevens,TOT,AP,26,30,2,352,2,4,0,0,2,4,0,1,2,0,0,5,4160944,2092354,"-98,8642480245974",
Isaiah Stewart,Detroit Pistons,AP,22,41,40,1266,4,8,1,3,2,4,1,1,5,1,1,10,6246429,5266713,"-18,6020390916429",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Julian Strawther,Denver Nuggets,AL,21,40,0,496,1,5,0,3,0,1,0,0,1,1,0,5,3007399,2431080,"-23,706308385064204",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Max Strus,Cleveland Cavaliers,AL,27,60,60,1932,4,10,2,7,1,3,1,1,3,3,1,12,12693607,14487684,"12,383462337125014",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Jalen Suggs,Orlando Magic,ES,22,58,58,1543,4,9,2,5,2,4,1,1,2,2,1,12,6042619,7252200,"16,67880349247924",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Jae'Sean Tate,Houston Rockets,AL,28,54,9,910,1,3,0,1,1,2,0,0,2,1,0,4,5480106,6500000,"15,690673874601291",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jayson Tatum,Boston Celtics,AP,25,60,60,2154,9,19,3,8,6,10,5,6,7,4,2,26,27665717,32600060,"15,135990690907338",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Terry Taylor,Chicago Bulls,AP,24,24,0,161,0,1,0,0,0,1,0,0,0,0,0,1,2437509,2019706,"-20,68635198984878",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Garrett Temple,Toronto Raptors,ES,37,16,0,69,0,1,0,0,0,0,0,0,0,0,0,1,3511624,3196448,"-9,86020458976295",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Dalen Terry,Chicago Bulls,ES,21,41,1,405,0,2,0,1,0,0,0,0,1,1,0,2,2571876,3350760,"23,244969866912747",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Daniel Theis,TOT,P,31,47,3,811,2,4,0,1,2,3,0,0,2,1,0,6,6617680,2179511,"-203,63145045174224",
Cam Thomas,Brooklyn Nets,ES,22,49,34,1461,7,17,2,5,5,11,3,4,2,2,1,21,8633904,2240040,"-285,4352756256493",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Amen Thompson,Houston Rockets,AL,21,44,6,865,3,6,0,1,2,5,1,2,3,2,1,7,3810698,8809320,"56,74242299449857",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Ausar Thompson,Detroit Pistons,AL,21,63,38,1583,3,7,0,1,3,5,1,1,4,1,1,8,4694492,7977480,"41,153186205373636",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Klay Thompson,Golden State Warriors,AL,33,60,51,1779,6,14,3,8,2,5,1,1,2,2,1,17,25730932,43219440,"40,46444637712805",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Tristan Thompson,Cleveland Cavaliers,P,32,36,0,446,1,2,0,0,1,2,0,1,2,1,0,3,5317314,3196448,"-66,3507376636315",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Matisse Thybulle,Portland Trail Blazers,AL,26,60,19,1401,1,4,1,3,0,1,0,0,1,1,0,5,4619251,10500000,"56,00712584455606",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Jacob Toppin,New York Knicks,AL,23,9,0,38,0,0,0,0,0,0,0,0,0,0,0,1,2268836,453617,"-400,16571434731947",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Obi Toppin,Indiana Pacers,AP,25,64,28,1400,4,7,1,3,2,4,0,1,2,1,0,10,6851164,6803012,"-0,7078162758752875",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Karl-Anthony Towns,Minnesota Timberwolves,AP,28,60,60,1969,7,15,2,5,5,10,4,4,6,2,2,22,29722690,36016200,"17,47410624564835",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Gary Trent Jr.,Toronto Raptors,ES,25,59,29,1613,4,10,2,6,2,4,0,1,2,1,0,12,9712091,18785000,"48,29868630599429",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
P.J. Tucker,TOT,AP,38,18,3,268,0,1,0,0,0,0,0,0,1,0,0,1,3817658,11014500,"65,33969797246051",
Myles Turner,Indiana Pacers,P,27,60,60,1633,6,11,1,4,4,7,3,4,5,1,1,17,22154804,20975000,"-5,624814829006578",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Hunter Tyson,Denver Nuggets,AP,23,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2175901,1119563,"-94,3527301066557",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Stanley Umude,Detroit Pistons,ES,24,18,0,204,1,3,1,1,0,1,1,1,1,0,0,5,2830288,934168,"-202,97422704160786",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Jarred Vanderbilt,Los Angeles Lakers,AP,24,29,6,581,2,3,0,0,1,3,0,1,3,1,0,5,3610053,4698000,"23,157646150995994",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Fred VanVleet,Houston Rockets,BA,29,56,56,2059,5,13,3,7,2,5,2,2,3,8,1,16,29026824,40806300,"28,866805260296886",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Devin Vassell,San Antonio Spurs,ES,23,58,52,1876,7,15,2,6,4,8,2,3,3,3,1,19,12996493,5887899,"-120,73227825382207",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Sasha Vezenkov,Sacramento Kings,AP,28,35,0,440,2,4,1,2,1,1,0,0,1,0,0,5,5867692,6341464,"7,47101881445405",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Gabe Vincent,Los Angeles Lakers,BA,27,5,0,127,2,6,0,3,2,3,0,0,0,3,0,5,6835650,10500000,"34,89856260556068",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Dean Wade,Cleveland Cavaliers,AP,27,54,32,1108,1,4,1,3,0,0,0,0,3,0,0,5,5805490,5709877,"-1,6745323891288917",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Franz Wagner,Orlando Magic,AL,22,56,56,1855,7,15,1,4,6,10,3,4,4,3,2,20,8790575,5508720,"-59,57564190269687",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Moritz Wagner,Orlando Magic,P,26,62,1,1138,4,7,0,1,3,5,2,2,3,1,1,11,9213811,8000000,"-15,172637726725661",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Ish Wainright,Portland Trail Blazers,AL,29,7,0,46,0,2,0,2,0,0,0,0,1,0,0,2,4538141,853149,"-431,928383972094",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
