"Jugador","Salario"
"Rudy Gobert","$41.000.000"
"Karl-Anthony Towns","$36.016.200"
"Mike Conley","$24.360.000"
"Anthony Edwards","$13.534.817"
"Naz Reid","$12.950.400"
"Monte Morris","$9.800.926"
"Kyle Anderson","$9.219.512"
"Nickeil Alexander-W.","$4.687.500"
"Jaden McDaniels","$3.901.399"
"Wendell Moore","$2.421.720"
"Jordan McLaughlin","$2.320.000"
"Leonard Miller","$1.800.000"
"Josh Minott","$1.719.864"
"Luka Garza",""
"Daishen Nix",""
"Jaylen Clark",""
"Justin Jackson","$145.301"
