Player,Salario,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Tolliver,485498,AP,35,PHI,11,0,99,4,17,0.235,4,14,0.286,0,3,0.0,0.353,5,6,0.833,3,7,10,2,3,2,3,7,17
Kemba Walker,34379100,BA,30,BOS,43,43,1369,284,676,0.42,127,353,0.36,157,323,0.486,0.514,134,149,0.899,16,154,170,212,48,12,88,61,829
Jaylen Brown,23437500,ES,24,BOS,58,58,1999,538,1111,0.484,163,411,0.397,375,700,0.536,0.558,191,250,0.764,71,276,347,195,72,32,158,168,1430
Evan Fournier,17450000,AL,28,TOT,42,36,1259,247,541,0.457,117,283,0.413,130,258,0.504,0.565,108,137,0.788,10,118,128,144,47,19,73,96,719
Marcus Smart,13446428,BA,26,BOS,48,45,1581,203,510,0.398,93,282,0.33,110,228,0.482,0.489,128,162,0.79,36,131,167,273,72,23,96,126,627
Jayson Tatum,9897120,AL,22,BOS,64,64,2290,605,1318,0.459,187,485,0.386,418,833,0.502,0.53,295,340,0.868,50,422,472,276,75,31,171,122,1692
Tristan Thompson,9258000,P,29,BOS,54,43,1287,169,326,0.518,0,3,0.0,169,323,0.523,0.518,71,120,0.592,169,270,439,67,24,33,62,119,409
Romeo Langford,3631200,ES,21,BOS,18,4,283,21,59,0.356,5,18,0.278,16,41,0.39,0.398,9,12,0.75,12,23,35,13,6,5,10,24,56
Aaron Nesmith,3458400,AL,21,BOS,46,1,669,78,178,0.438,40,108,0.37,38,70,0.543,0.551,22,28,0.786,28,99,127,23,15,9,23,87,218
Grant Williams,2498760,AP,22,BOS,63,9,1138,108,247,0.437,48,129,0.372,60,118,0.508,0.534,30,51,0.588,48,130,178,64,32,24,56,161,294
Luke Kornet,2250000,P,25,TOT,31,2,348,44,101,0.436,15,59,0.254,29,42,0.69,0.51,3,6,0.5,14,53,67,24,4,32,7,20,106
Payton Pritchard,2035800,ES,23,BOS,66,4,1268,184,418,0.44,102,248,0.411,82,170,0.482,0.562,40,45,0.889,33,125,158,120,37,9,53,104,510
Robert Williams,2029920,P,23,BOS,52,13,985,186,258,0.721,0,2,0.0,186,256,0.727,0.721,45,73,0.616,133,225,358,94,43,91,52,105,417
Semi Ojeleye,1752950,AP,26,BOS,56,15,950,89,221,0.403,58,158,0.367,31,63,0.492,0.534,24,32,0.75,31,116,147,37,17,0,21,56,260
Carsen Edwards,1517981,ES,22,BOS,31,1,276,47,111,0.423,18,63,0.286,29,48,0.604,0.505,11,13,0.846,3,23,26,14,7,1,7,25,123
