"Jugador","Salario"
"Stephen Curry","$51.915.615"
"Klay Thompson","$43.219.440"
"Chris Paul","$30.800.000"
"Andrew Wiggins","$24.330.357"
"Draymond Green","$22.321.429"
"Gary Payton II","$8.715.000"
"Kevon Looney","$7.500.000"
"Jonathan Kuminga","$6.012.720"
"Moses Moody","$3.918.480"
"Brandin Podziemski","$3.352.440"
"Dario Saric","$2.709.849"
"Trayce Jackson-Davis","$1.119.563"
"Gui Santos","$1.029.483"
"Lester Quiñones","$941.306"
"Usman Garuba",""
"Jerome Robinson",""
"Pat Spencer",""
