Player,Tm,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,DRB,AST,TOV,PTS,Predict_salario,Real_salario,Diferencia_%,Image_URL
Chimezie Metu,Phoenix Suns,P,26,37,5,447,1,3,0,1,1,2,1,1,2,0,0,5,3948927,2346614,"-68,28194317999939",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Khris Middleton,Milwaukee Bucks,AL,32,43,43,1129,5,11,1,4,3,7,1,2,3,5,2,14,24561119,29320988,"16,23365575002551",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Brandon Miller,Charlotte Hornets,AL,21,57,51,1828,6,14,2,6,4,8,1,2,3,2,1,16,6005009,10880400,"44,808925301328074",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Leonard Miller,Minnesota Timberwolves,AL,20,7,0,26,1,1,0,0,0,1,0,0,1,0,0,2,2620868,1800000,"-45,60378271941939",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Dariq Whitehead,Brooklyn Nets,AL,19,2,0,24,0,2,0,1,0,1,0,1,2,1,0,1,2646863,2966040,"10,76102313859223",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Patty Mills,TOT,BA,35,20,0,218,1,2,0,1,0,1,0,0,0,0,0,3,5593212,6802950,"17,782538022808776",
Shake Milton,TOT,ES,27,43,0,555,1,4,0,1,1,2,0,1,1,1,0,4,5200152,5000000,"-4,003043803748004",
Josh Minott,Minnesota Timberwolves,AL,21,21,0,62,0,1,0,0,0,0,0,0,0,0,0,1,2325867,1719864,"-35,23552751395484",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Davion Mitchell,Sacramento Kings,BA,25,52,4,700,1,3,0,1,1,1,0,0,0,1,0,4,3316198,5063760,"34,511134797200114",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Donovan Mitchell,Cleveland Cavaliers,ES,27,47,47,1679,9,20,3,9,6,11,5,6,4,6,2,27,29972403,32600060,"8,060281847035503",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Evan Mobley,Cleveland Cavaliers,AP,22,38,38,1183,6,11,0,0,6,10,2,3,7,3,1,15,8546853,8882760,"3,7815556633101877",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Malik Monk,Sacramento Kings,ES,25,61,0,1596,5,12,2,5,3,6,2,2,2,5,2,15,13716306,9945830,"-37,910124940036596",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Moses Moody,Golden State Warriors,ES,21,49,8,875,3,6,1,3,2,3,1,1,2,0,0,8,3641646,3918480,"7,064814971380249",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Taze Moore,Portland Trail Blazers,ES,25,3,0,10,1,1,0,0,1,1,0,0,0,0,0,2,3058137,64343,"-4652,867374074021",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Ja Morant,Memphis Grizzlies,BA,24,9,9,318,8,18,1,5,7,13,5,7,4,8,3,25,29731719,34005250,"12,567266702199657",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Marcus Morris,Philadelphia 76ers,AP,34,37,7,637,2,5,0,2,1,3,0,0,2,0,0,6,6911103,17116279,"59,62263081491176",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Markieff Morris,Dallas Mavericks,AP,34,19,1,163,0,2,0,1,0,1,0,0,1,0,0,2,5010233,3196448,"-56,74377583201397",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Monte Morris,TOT,BA,28,17,0,241,2,5,0,2,1,3,0,0,1,2,0,5,6864856,9800926,"29,957064568324697",
Trey Murphy III,New Orleans Pelicans,AL,23,38,10,1028,4,10,2,7,1,2,1,2,3,1,0,13,6243941,3359280,"-85,87141935566834",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Dejounte Murray,Atlanta Hawks,ES,27,60,60,2109,8,17,2,6,6,11,2,3,4,5,2,21,24673217,18214000,"-35,46292707498279",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Jamal Murray,Denver Nuggets,BA,26,48,48,1526,8,16,2,5,5,10,2,3,3,6,2,21,23550616,33833400,"30,39240259896801",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Keegan Murray,Sacramento Kings,AL,23,58,58,1909,5,12,2,6,3,6,1,1,3,1,0,14,8353428,8409000,"0,6608572416772933",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Kris Murray,Portland Trail Blazers,AL,23,43,10,723,1,4,0,2,1,2,0,0,1,1,0,4,2969679,2847480,"-4,291506780350242",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Mike Muscala,TOT,P,32,38,6,520,1,3,0,2,0,1,0,0,1,0,0,3,5875021,808297,"-626,8394876624792",
Svi Mykhailiuk,Boston Celtics,AL,26,26,0,206,1,2,0,2,0,0,0,0,0,0,0,2,3278855,2346614,"-39,727094130106124",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Andrew Nembhard,Indiana Pacers,BA,24,50,29,1187,3,7,0,2,3,5,0,0,1,4,1,9,7060956,2131905,"-231,2040950738122",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Aaron Nesmith,Indiana Pacers,AL,24,55,30,1481,4,8,2,4,2,4,1,1,2,1,0,12,6917353,5634257,"-22,773127410544376",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Georges Niang,Cleveland Cavaliers,AP,30,63,3,1362,3,7,1,4,1,2,0,0,3,1,0,8,8727469,8800000,"0,8242067964654416",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Zeke Nnaji,Denver Nuggets,AP,23,49,0,482,1,2,0,0,1,2,0,1,1,0,0,3,2815665,4306281,"34,61490396350993",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Jaylen Nowell,Memphis Grizzlies,ES,24,9,1,156,2,6,0,2,2,3,0,0,1,1,0,5,3741479,248850,"-1403,507958776488",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Frank Ntilikina,Charlotte Hornets,BA,25,5,0,43,0,1,0,1,0,0,0,0,1,0,0,1,3075676,2528233,"-21,653217270855336",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jordan Nwora,TOT,AL,25,35,1,380,2,4,0,2,1,2,0,0,1,1,0,5,3616218,3200000,"-13,006832770321328",
Royce O'Neale,TOT,AL,30,61,12,1556,2,7,2,5,0,1,0,0,4,2,0,7,10083106,9500000,"-6,137968358863949",
Chuma Okeke,Orlando Magic,AL,25,38,8,395,1,2,0,2,0,0,0,0,1,0,0,2,2910167,5266713,"44,74414655446954",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Josh Okogie,Phoenix Suns,ES,25,54,11,926,1,3,0,1,1,2,1,1,1,1,0,4,3374322,2815937,"-19,8294812841154",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHO-2024.png
Onyeka Okongwu,Atlanta Hawks,P,23,53,8,1367,4,6,0,1,3,5,1,2,4,1,0,10,5651757,8109063,"30,303194988650606",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Isaac Okoro,Cleveland Cavaliers,AL,23,54,31,1448,3,7,1,3,2,3,1,2,2,2,0,9,4688679,8920795,"47,44101463936012",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Kelly Olynyk,TOT,P,32,62,11,1294,3,5,0,1,2,3,1,2,3,4,1,8,11767526,12195122,"3,506282634055747",
Eugene Omoruyi,Washington Wizards,AL,26,31,0,233,1,3,0,0,1,2,0,1,1,0,0,4,4153882,940566,"-341,63649648156684",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Cedi Osman,San Antonio Spurs,AL,28,63,1,1099,2,5,1,3,1,2,0,0,2,1,0,6,6539185,6718842,"2,673917866176892",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Chris Paul,Golden State Warriors,BA,38,39,12,1048,3,7,1,3,1,3,1,1,3,7,1,9,20682534,30800000,"32,84891239526237",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Cameron Payne,TOT,BA,29,59,5,948,2,5,1,3,1,2,0,1,1,2,0,7,7710198,2891467,"-166,6535028901888",
Gary Payton II,Golden State Warriors,ES,31,28,0,435,2,4,0,1,1,3,0,0,1,0,0,5,6492289,8715000,"25,50442105508242",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Julian Phillips,Chicago Bulls,AL,20,38,0,283,0,1,0,0,0,0,0,0,0,0,0,2,2553280,1600000,"-59,58003360596297",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Jalen Pickett,Denver Nuggets,ES,24,21,0,108,0,1,0,1,0,0,0,0,0,0,0,1,2486736,1708143,"-45,58130834603584",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Mason Plumlee,Los Angeles Clippers,P,33,28,9,476,2,3,0,0,2,3,1,2,4,1,0,6,8076298,5000000,"-61,525968675808414",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Brandin Podziemski,Golden State Warriors,ES,20,55,22,1476,3,8,1,3,2,5,0,1,4,3,1,9,5128688,3352440,"-52,98376458156777",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Jakob Poeltl,Toronto Raptors,P,28,50,50,1319,4,7,0,0,4,7,1,2,5,2,1,11,16326069,19500000,"16,276564676544183",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Aleksej Pokusevski,TOT,AP,22,11,0,68,0,1,0,1,0,0,0,0,0,0,0,1,2324746,565176,"-311,33148731930646",
Jordan Poole,Washington Wizards,ES,24,61,52,1795,5,14,2,6,3,7,2,2,2,3,2,16,18544293,28705357,"35,397794009338455",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Craig Porter Jr.,Cleveland Cavaliers,BA,23,39,5,522,2,4,0,0,2,4,0,1,1,2,0,5,3115464,1866574,"-66,90817057689416",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Michael Porter Jr.,Denver Nuggets,AL,25,63,63,1997,6,13,2,6,3,6,1,1,5,1,1,16,23261131,33386850,"30,328463709293068",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Bobby Portis,Milwaukee Bucks,AP,28,64,1,1537,5,10,1,3,4,7,1,1,5,1,1,13,13392881,11710818,"-14,363328581541651",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Dwight Powell,Dallas Mavericks,P,32,52,8,748,1,1,0,0,1,1,1,1,1,1,0,3,5052824,4000000,"-26,32061523740592",https://cdn.ssref.net/req/202312151/tlogo/bbr/DAL-2024.png
Norman Powell,Los Angeles Clippers,ES,30,61,1,1574,4,9,2,4,2,4,1,2,2,1,0,13,13506317,18000000,"24,964902937693914",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Taurean Prince,Los Angeles Lakers,AP,29,62,49,1771,3,7,1,4,1,2,0,0,2,1,0,9,8532526,4516000,"-88,93991317610566",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Payton Pritchard,Boston Celtics,BA,26,63,0,1278,2,6,1,4,1,2,0,0,2,2,0,7,5249888,4037278,"-30,035353903648254",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Neemias Queta,Boston Celtics,P,24,23,0,283,2,3,0,0,2,3,0,0,2,0,0,4,3418389,250000,"-1267,3558727567229",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Immanuel Quickley,TOT,ES,24,59,29,1691,5,12,2,6,3,6,2,3,3,4,1,16,12905273,4171548,"-209,36413108553828",
Julius Randle,New York Knicks,AP,29,46,46,1630,8,18,1,5,6,12,5,6,7,4,3,23,32830689,25660800,"-27,941020309551707",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Duop Reath,Portland Trail Blazers,P,27,49,16,897,3,7,1,3,2,3,1,1,2,1,0,9,7822495,2324408,"-236,53712004072761",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Austin Reaves,Los Angeles Lakers,ES,25,65,40,2052,5,11,1,4,3,6,2,3,3,5,2,15,15960901,12015150,"-32,83980471687589",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Cam Reddish,Los Angeles Lakers,AL,24,40,26,886,2,5,0,2,1,2,0,1,1,1,0,6,3410382,2165000,"-57,52344302445138",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Paul Reed,Philadelphia 76ers,P,24,63,23,1171,3,5,0,0,2,5,0,0,3,1,0,7,3900902,7723000,"49,48980397944927",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Naz Reid,Minnesota Timberwolves,P,24,64,0,1484,4,9,1,4,2,5,1,1,3,1,1,12,7784471,12950400,"39,89010941871419",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Nick Richards,Charlotte Hornets,P,26,54,41,1419,3,5,0,0,3,5,2,2,5,0,1,9,13866018,5000000,"-177,32037972502653",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Josh Richardson,Miami Heat,ES,30,43,6,1103,3,8,1,4,2,3,1,1,2,2,0,9,10947202,2891467,"-278,6037464177332",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Duncan Robinson,Miami Heat,AL,29,58,26,1639,4,10,2,6,1,3,1,1,2,2,1,13,14057826,18154000,"22,563473836724327",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Mitchell Robinson,New York Knicks,P,25,21,21,613,2,4,0,0,2,4,0,1,4,0,1,6,5377502,15681818,"65,70867862092426",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Orlando Robinson,Miami Heat,P,23,27,7,273,1,2,0,0,0,1,0,0,2,1,0,3,2909596,1801769,"-61,48555435642354",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
David Roddy,TOT,AP,22,55,13,1146,2,7,0,2,2,4,0,1,2,1,1,7,3495185,2718240,"-28,582681988257026",
Ryan Rollins,Washington Wizards,BA,21,10,0,66,1,2,0,0,1,2,1,1,0,1,0,4,3163924,1719864,"-83,96366854777759",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Derrick Rose,Memphis Grizzlies,BA,35,24,7,399,3,6,0,1,2,5,1,1,1,3,1,7,9708087,3196448,"-203,71484835941408",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Terry Rozier,TOT,ES,29,46,45,1564,7,16,2,6,5,9,3,3,3,6,1,20,29460732,23205221,"-26,957344110114562",
Rayan Rupert,Portland Trail Blazers,ES,19,22,0,209,1,2,0,1,0,1,0,0,1,0,0,2,2947544,1119563,"-163,2763423443063",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
D'Angelo Russell,Los Angeles Lakers,BA,27,60,53,1914,6,14,2,6,3,7,2,2,2,6,1,18,19745696,17307693,"-14,086243942938392",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Domantas Sabonis,Sacramento Kings,P,27,62,62,2218,8,13,0,1,7,12,3,4,10,8,3,20,27368999,30600000,"10,558824503685317",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Gui Santos,Golden State Warriors,AP,21,17,0,147,1,2,0,1,0,1,0,0,1,0,0,3,2938424,1029483,"-185,4271945487032",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Marcus Sasser,Detroit Pistons,BA,23,54,0,876,2,6,1,2,1,3,0,0,1,2,1,7,3396503,2624040,"-29,437943176679433",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Dennis Schröder,TOT,BA,30,64,42,1948,4,11,1,4,3,6,2,2,2,6,1,13,21318611,12405000,"-71,85499189864626",
Alperen Sengun,Houston Rockets,P,21,62,62,2016,8,15,0,1,7,13,3,5,6,5,2,21,9484499,3536400,"-168,1964691184399",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Brice Sensabaugh,Utah Jazz,AL,20,14,2,171,1,4,0,2,1,2,0,0,1,0,1,5,3382452,2448600,"-38,13823027341122",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Collin Sexton,Utah Jazz,ES,25,64,41,1626,6,12,1,4,4,8,4,4,1,4,1,18,18477682,17325000,"-6,653292307659575",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Landry Shamet,Washington Wizards,ES,26,45,5,719,2,6,1,3,1,2,0,1,1,1,0,7,4774167,10250000,"53,42275391327244",https://cdn.ssref.net/req/202312151/tlogo/bbr/WAS-2024.png
Day'Ron Sharpe,Brooklyn Nets,P,22,47,1,729,2,4,0,0,2,4,1,2,3,1,1,7,3541758,2210160,"-60,24897217217692",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Shaedon Sharpe,Portland Trail Blazers,ES,20,32,25,1059,5,13,1,5,3,7,3,3,3,2,2,15,6252276,6313800,"0,9744343152795284",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Ben Sheppard,Indiana Pacers,ES,22,39,0,468,1,3,0,2,0,1,0,0,1,0,0,4,2900488,2537160,"-14,320270689642564",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Pascal Siakam,TOT,AP,29,62,62,2107,8,15,1,3,7,12,3,4,4,4,1,21,30700875,37893408,"18,980958623718408",
Ben Simmons,Brooklyn Nets,BA,27,15,12,359,2,4,0,0,2,4,0,1,5,5,1,6,17545956,37893408,"53,6965462502643",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Anfernee Simons,Portland Trail Blazers,ES,24,40,40,1380,7,18,3,8,4,9,3,3,3,5,2,22,22415849,24107143,"7,015737262950927",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Jericho Sims,New York Knicks,P,25,36,10,488,1,1,0,0,1,1,0,0,2,0,0,2,2860988,1927896,"-48,399522610146974",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Dmytro Skapintsev,New York Knicks,P,25,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2472898,35389,"-6887,760241319823",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Javonte Smart,Philadelphia 76ers,BA,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2159206,196245,"-1000,2608854380254",https://cdn.ssref.net/req/202312151/tlogo/bbr/PHI-2024.png
Marcus Smart,Memphis Grizzlies,BA,29,20,20,605,5,11,2,6,3,5,2,2,2,4,3,14,22530509,18583713,"-21,23793493094447",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Dennis Smith Jr.,Brooklyn Nets,BA,26,48,2,945,2,6,0,1,2,4,0,1,2,3,1,6,5473837,2528233,"-116,50841829315522",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Dru Smith,Miami Heat,ES,26,9,0,131,1,3,0,1,0,1,0,0,0,1,0,4,4488134,1801769,"-149,09600308140057",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIA-2024.png
Ish Smith,Charlotte Hornets,BA,35,43,5,741,1,3,0,0,1,3,0,0,1,3,1,3,5637553,3196448,"-76,36930346499142",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jabari Smith Jr.,Houston Rockets,AP,20,58,58,1861,4,10,1,4,3,6,1,2,6,1,1,13,6056518,9326520,"35,061321923735676",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jalen Smith,Indiana Pacers,P,23,45,13,799,4,6,1,2,3,4,1,1,3,1,0,10,5257733,5043773,"-4,242079625666078",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Nick Smith Jr.,Charlotte Hornets,ES,19,39,0,605,2,5,1,2,1,2,0,0,1,1,0,6,3103759,2463960,"-25,966317918354992",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Jeremy Sochan,San Antonio Spurs,AP,20,64,63,1892,4,10,0,2,3,7,1,1,4,3,1,11,5407740,5316960,"-1,7073750172051247",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Jaden Springer,TOT,ES,21,38,1,397,1,3,0,1,1,2,0,0,0,0,0,3,2963867,2226360,"-33,126164895279246",
Lamar Stevens,TOT,AP,26,30,2,352,2,4,0,0,2,4,0,1,2,0,0,5,4160944,2092354,"-98,8642480245974",
Isaiah Stewart,Detroit Pistons,AP,22,41,40,1266,4,8,1,3,2,4,1,1,5,1,1,10,6099015,5266713,"-15,803072519155615",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Julian Strawther,Denver Nuggets,AL,21,40,0,496,1,5,0,3,0,1,0,0,1,1,0,5,3007399,2431080,"-23,706308385064204",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Max Strus,Cleveland Cavaliers,AL,27,60,60,1932,4,10,2,7,1,3,1,1,3,3,1,12,12300249,14487684,"15,098576678100628",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Jalen Suggs,Orlando Magic,ES,22,58,58,1543,4,9,2,5,2,4,1,1,2,2,1,12,5736968,7252200,"20,893399130081566",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Jae'Sean Tate,Houston Rockets,AL,28,54,9,910,1,3,0,1,1,2,0,0,2,1,0,4,5480106,6500000,"15,690673874601291",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Jayson Tatum,Boston Celtics,AP,25,60,60,2154,9,19,3,8,6,10,5,6,7,4,2,26,27586926,32600060,"15,377682807192517",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Terry Taylor,Chicago Bulls,AP,24,24,0,161,0,1,0,0,0,1,0,0,0,0,0,1,2445409,2019706,"-21,07747759601908",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Garrett Temple,Toronto Raptors,ES,37,15,0,69,0,1,0,0,0,0,0,0,0,0,0,1,3498758,3196448,"-9,457707014119956",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
Dalen Terry,Chicago Bulls,ES,21,41,1,405,0,2,0,1,0,0,0,0,1,1,0,2,2607577,3350760,"22,17953012480493",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Daniel Theis,TOT,P,31,47,3,811,2,4,0,1,2,3,0,0,2,1,0,6,6601263,2179511,"-202,87817990329754",
Cam Thomas,Brooklyn Nets,ES,22,49,34,1461,7,17,2,5,5,11,3,4,2,2,1,21,8264114,2240040,"-268,92707472298684",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Amen Thompson,Houston Rockets,AL,21,44,6,865,3,6,0,1,2,5,1,2,3,2,1,7,3702803,8809320,"57,96720443069129",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Ausar Thompson,Detroit Pistons,AL,21,63,38,1583,3,7,0,1,3,5,1,1,4,1,1,8,4782208,7977480,"40,05364373981889",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Klay Thompson,Golden State Warriors,AL,33,60,51,1779,6,14,3,8,2,5,1,1,2,2,1,17,26352321,43219440,"39,02669281109891",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Tristan Thompson,Cleveland Cavaliers,P,32,36,0,446,1,2,0,0,1,2,0,1,2,1,0,3,5317314,3196448,"-66,3507376636315",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Matisse Thybulle,Portland Trail Blazers,AL,26,60,19,1401,1,4,1,3,0,1,0,0,1,1,0,5,4628450,10500000,"55,91952242163434",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Jacob Toppin,New York Knicks,AL,23,9,0,38,0,1,0,0,0,0,0,0,0,0,0,1,2287902,453617,"-404,3688214233568",https://cdn.ssref.net/req/202312151/tlogo/bbr/NYK-2024.png
Obi Toppin,Indiana Pacers,AP,25,64,28,1400,4,7,1,3,2,4,0,1,2,1,0,10,6498362,6803012,"4,47815370066534",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Karl-Anthony Towns,Minnesota Timberwolves,AP,28,60,60,1969,7,15,2,5,5,10,4,4,6,2,2,22,29198911,36016200,"18,928393423998852",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIN-2024.png
Gary Trent Jr.,Toronto Raptors,ES,25,59,29,1613,4,10,2,6,2,4,0,1,2,1,0,12,9790070,18785000,"47,88357672401181",https://cdn.ssref.net/req/202312151/tlogo/bbr/TOR-2024.png
P.J. Tucker,TOT,AP,38,18,3,269,0,1,0,0,0,0,0,0,1,0,0,1,3803520,11014500,"65,46805696096703",
Myles Turner,Indiana Pacers,P,27,60,60,1633,6,11,1,4,4,7,3,4,5,1,1,17,21812548,20975000,"-3,99308212589461",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Hunter Tyson,Denver Nuggets,AP,23,11,0,32,0,1,0,0,0,0,0,0,0,0,0,0,2243733,1119563,"-100,41151824031897",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Stanley Umude,Detroit Pistons,ES,24,18,0,204,1,3,1,1,0,1,1,1,1,0,0,5,2838905,934168,"-203,89667054867374",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Jarred Vanderbilt,Los Angeles Lakers,AP,24,29,6,581,2,3,0,0,1,3,0,1,3,1,0,5,3564274,4698000,"24,132096142587017",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Fred VanVleet,Houston Rockets,BA,29,56,56,2059,5,13,3,7,2,5,2,2,3,8,1,16,29257378,40806300,"28,301808790389043",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Devin Vassell,San Antonio Spurs,ES,23,58,52,1876,7,15,2,6,4,8,2,3,3,3,1,19,12884686,5887899,"-118,83335288639176",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Sasha Vezenkov,Sacramento Kings,AP,28,35,0,440,2,4,1,2,1,1,0,0,1,0,0,5,5838162,6341464,"7,936672433467389",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAC-2024.png
Gabe Vincent,Los Angeles Lakers,BA,27,5,0,126,2,6,0,3,2,3,0,0,0,3,0,5,6807233,10500000,"35,16920753345182",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Dean Wade,Cleveland Cavaliers,AP,27,54,32,1108,1,4,1,3,0,0,0,0,3,0,0,5,5763187,5709877,"-0,9336585197501421",https://cdn.ssref.net/req/202312151/tlogo/bbr/CLE-2024.png
Franz Wagner,Orlando Magic,AL,22,56,56,1855,7,15,1,4,6,10,3,4,4,3,2,20,7996557,5508720,"-45,16180060608706",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Moritz Wagner,Orlando Magic,P,26,62,1,1138,4,7,0,1,3,5,2,2,3,1,1,11,9303338,8000000,"-16,291735091506972",https://cdn.ssref.net/req/202312151/tlogo/bbr/ORL-2024.png
Ish Wainright,Portland Trail Blazers,AL,29,7,0,46,0,2,0,2,0,0,0,0,1,0,0,2,4590505,853149,"-438,06608964281145",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
